,Unnamed: 0,Unnamed: 0.1,Incident Address Display,Borough,Community Board,Police Precinct,City Council District,Created Date,Status,Resolution Action,Closed Date,X Coordinate,Y Coordinate,full_address,geocode,lat,lng
275,75,4777,431 EDGECOMBE AVENUE,MANHATTAN,09 MANHATTAN,Precinct 30,7.0,07/14/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,1000858.0,241693.0,"431 EDGECOMBE AVENUE, NEW YORK, NEW YORK","(40.8299841, -73.9398887)",40.8299841,-73.9398887
276,76,4802,430 WEST 51 STREET,MANHATTAN,04 MANHATTAN,Precinct 18,3.0,06/21/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,987150.0,217820.0,"430 WEST 51 STREET, NEW YORK, NEW YORK","(40.764713, -73.98994429999999)",40.764713,-73.98994429999999
277,77,4855,427 WEST 51 STREET,MANHATTAN,04 MANHATTAN,Precinct 18,3.0,06/21/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,987175.0,217812.0,"427 WEST 51 STREET, NEW YORK, NEW YORK","(40.7648579, -73.989655)",40.7648579,-73.989655
278,78,4858,427 EAST 83 STREET,MANHATTAN,08 MANHATTAN,Precinct 19,5.0,07/02/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,998088.0,221494.0,"427 EAST 83 STREET, NEW YORK, NEW YORK","(40.774654, -73.94955)",40.774654,-73.94955
279,79,4862,426 WEST 52 STREET,MANHATTAN,04 MANHATTAN,Precinct 18,3.0,06/21/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,987299.0,218035.0,"426 WEST 52 STREET, NEW YORK, NEW YORK","(40.76511199999999, -73.98951)",40.76511199999999,-73.98951
280,80,4868,425 WEST 21 STREET,MANHATTAN,04 MANHATTAN,Precinct 10,3.0,08/06/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,983370.0,210919.0,"425 WEST 21 STREET, NEW YORK, NEW YORK","(40.7458979, -74.0032669)",40.7458979,-74.0032669
281,81,4871,425 WEST 123 STREET,MANHATTAN,09 MANHATTAN,Precinct 26,7.0,07/15/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,996465.0,234552.0,"425 WEST 123 STREET, NEW YORK, NEW YORK","(40.8106914, -73.956256)",40.8106914,-73.956256
282,82,4933,420 EAST 73 STREET,MANHATTAN,08 MANHATTAN,Precinct 19,5.0,07/27/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,996757.0,219156.0,"420 EAST 73 STREET, NEW YORK, NEW YORK","(40.767788, -73.954465)",40.767788,-73.954465
283,83,4967,41 LISPENARD STREET,MANHATTAN,01 MANHATTAN,Precinct 1,1.0,07/13/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,983322.0,201510.0,"41 LISPENARD STREET, NEW YORK, NEW YORK","(40.7197412, -74.0032715)",40.7197412,-74.0032715
284,84,4969,41 KENMARE STREET,MANHATTAN,02 MANHATTAN,Precinct 5,1.0,08/11/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,985531.0,201874.0,"41 KENMARE STREET, NEW YORK, NEW YORK","(40.720752, -73.9954037)",40.720752,-73.9954037
285,85,4984,418 LAFAYETTE STREET,MANHATTAN,02 MANHATTAN,Precinct 9,2.0,01/11/2011 08:00:00 AM +0000,Open,Unspecified,,986367.0,204797.0,"418 LAFAYETTE STREET, NEW YORK, NEW YORK","(40.7287001, -73.9924777)",40.7287001,-73.9924777
286,86,5015,4162 BROADWAY,MANHATTAN,12 MANHATTAN,Precinct 33,10.0,05/04/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,1001355.0,247891.0,"4162 BROADWAY, NEW YORK, NEW YORK","(40.847117, -73.9378)",40.847117,-73.9378
287,87,5075,4125 BROADWAY,MANHATTAN,12 MANHATTAN,Precinct 33,10.0,05/04/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,1001236.0,247400.0,"4125 BROADWAY, NEW YORK, NEW YORK","(40.8457534, -73.93877619999999)",40.8457534,-73.93877619999999
288,88,5088,411 WEST 154 STREET,MANHATTAN,09 MANHATTAN,Precinct 30,7.0,05/12/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,1000284.0,241794.0,"411 WEST 154 STREET, NEW YORK, NEW YORK","(40.830558, -73.942072)",40.830558,-73.942072
289,89,5115,410 WEST 42 STREET,MANHATTAN,04 MANHATTAN,Precinct 10,3.0,02/25/2011 08:00:00 AM +0000,Open,Unspecified,,986138.0,215674.0,"410 WEST 42 STREET, NEW YORK, NEW YORK","(40.7587947, -73.9938145)",40.7587947,-73.9938145
290,90,5145,40 WEST 143 STREET,MANHATTAN,10 MANHATTAN,Precinct 32,9.0,05/17/2011 07:00:00 AM +0000,Open,Unspecified,,1002109.0,237454.0,"40 WEST 143 STREET, NEW YORK, NEW YORK","(40.8177451, -73.93566229999999)",40.8177451,-73.93566229999999
291,91,5171,408 WEST 128 STREET,MANHATTAN,09 MANHATTAN,Precinct 26,7.0,04/13/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,997501.0,235508.0,"408 WEST 128 STREET, NEW YORK, NEW YORK","(40.8130085, -73.9521626)",40.8130085,-73.9521626
292,92,5196,4064 BROADWAY,MANHATTAN,12 MANHATTAN,Precinct 33,10.0,05/04/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,1001095.0,246571.0,"4064 BROADWAY, NEW YORK, NEW YORK","(40.8434309, -73.93896649999999)",40.8434309,-73.93896649999999
293,93,5206,4055 BROADWAY,MANHATTAN,12 MANHATTAN,Precinct 33,10.0,07/01/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,1001070.0,246405.0,"4055 BROADWAY, NEW YORK, NEW YORK","(40.8431632, -73.93920949999999)",40.8431632,-73.93920949999999
294,94,5219,403 WEST 145 STREET,MANHATTAN,09 MANHATTAN,Precinct 30,7.0,07/15/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,999467.0,239543.0,"403 WEST 145 STREET, NEW YORK, NEW YORK","(40.8242512, -73.9452014)",40.8242512,-73.9452014
295,95,5221,403 EAST 6 STREET,MANHATTAN,03 MANHATTAN,Precinct 9,2.0,08/08/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,988187.0,203870.0,"403 EAST 6 STREET, NEW YORK, NEW YORK","(40.72629860000001, -73.9859634)",40.72629860000001,-73.9859634
296,96,5222,403 EAST 60 STREET,MANHATTAN,08 MANHATTAN,Precinct 19,5.0,06/20/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,995014.0,216198.0,"403 EAST 60 STREET, NEW YORK, NEW YORK","(40.760181, -73.960787)",40.760181,-73.960787
297,97,5263,401 WEST BROADWAY,MANHATTAN,02 MANHATTAN,Precinct 1,1.0,07/04/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,983661.0,203162.0,"401 WEST BROADWAY, NEW YORK, NEW YORK","(40.7242858, -74.0019372)",40.7242858,-74.0019372
298,98,5271,401 EAST 81 STREET,MANHATTAN,08 MANHATTAN,Precinct 19,5.0,05/05/2011 07:00:00 AM +0000,Open,Site to be cleaned.,,997641.0,221136.0,"401 EAST 81 STREET, NEW YORK, NEW YORK","(40.7736117, -73.9514095)",40.7736117,-73.9514095
299,99,5297,400 MAIN STREET,MANHATTAN,Unspecified MANHATTAN,Unspecified,,04/26/2011 07:00:00 AM +0000,Open,Unspecified,,,,"400 MAIN STREET, NEW YORK, NEW YORK","(40.7607341, -73.95102039999999)",40.7607341,-73.95102039999999
300,0,5301,400 EAST 87 STREET,MANHATTAN,08 MANHATTAN,Precinct 19,5.0,05/05/2011 07:00:00 AM +0000,Open,Site to be cleaned.,,998500.0,222511.0,"400 EAST 87 STREET, NEW YORK, NEW YORK","(40.7774968, -73.94877939999999)",40.7774968,-73.94877939999999
301,1,5306,400 BROADWAY,MANHATTAN,01 MANHATTAN,Precinct 5,1.0,08/16/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,983567.0,201119.0,"400 BROADWAY, NEW YORK, NEW YORK","(40.71858700000001, -74.00216999999999)",40.71858700000001,-74.00216999999999
302,2,5309,400 AUDUBON AVENUE,MANHATTAN,12 MANHATTAN,Precinct 34,10.0,05/06/2011 07:00:00 AM +0000,Open,Site to be cleaned.,,1003467.0,249406.0,"400 AUDUBON AVENUE, NEW YORK, NEW YORK","(40.851392, -73.930758)",40.851392,-73.930758
303,3,5322,3 WEST 125 STREET,MANHATTAN,10 MANHATTAN,Precinct 28,9.0,05/13/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,1000093.0,233163.0,"3 WEST 125 STREET, NEW YORK, NEW YORK","(40.8065816, -73.942585)",40.8065816,-73.942585
304,4,5323,3 WEST 125 STREET,MANHATTAN,10 MANHATTAN,Precinct 28,9.0,08/03/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,1000093.0,233163.0,"3 WEST 125 STREET, NEW YORK, NEW YORK","(40.8065816, -73.942585)",40.8065816,-73.942585
305,5,5338,399 WEST BROADWAY,MANHATTAN,02 MANHATTAN,Precinct 1,1.0,07/12/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,983649.0,203143.0,"399 WEST BROADWAY, NEW YORK, NEW YORK","(40.7242822, -74.00204)",40.7242822,-74.00204
306,6,5359,396 BROOME STREET,MANHATTAN,02 MANHATTAN,Precinct 5,1.0,07/26/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,985032.0,201828.0,"396 BROOME STREET, NEW YORK, NEW YORK","(40.7209069, -73.99709399999999)",40.7209069,-73.99709399999999
307,7,5361,396 BROADWAY,MANHATTAN,01 MANHATTAN,Precinct 5,1.0,08/16/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,983517.0,201041.0,"396 BROADWAY, NEW YORK, NEW YORK","(40.7254934, -73.99696759999999)",40.7254934,-73.99696759999999
308,8,5380,393 WEST STREET,MANHATTAN,02 MANHATTAN,Precinct 6,3.0,06/28/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,981393.0,206243.0,"393 WEST STREET, NEW YORK, NEW YORK","(40.7330491, -74.0104556)",40.7330491,-74.0104556
309,9,5406,3915 BROADWAY,MANHATTAN,12 MANHATTAN,Precinct 33,10.0,05/04/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,1000344.0,244676.0,"3915 BROADWAY, NEW YORK, NEW YORK","(40.8382725, -73.9421156)",40.8382725,-73.9421156
310,10,5452,388 WEST STREET,MANHATTAN,02 MANHATTAN,Precinct 6,3.0,08/03/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,981393.0,206243.0,"388 WEST STREET, NEW YORK, NEW YORK","(40.7325761, -74.0102459)",40.7325761,-74.0102459
311,11,5454,388 CONVENT AVENUE,MANHATTAN,09 MANHATTAN,Precinct 30,7.0,07/14/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,999330.0,240084.0,"388 CONVENT AVENUE, NEW YORK, NEW YORK","(40.8257418, -73.945588)",40.8257418,-73.945588
312,12,5473,3869 10 AVENUE,MANHATTAN,12 MANHATTAN,Precinct 34,10.0,07/12/2011 07:00:00 AM +0000,Open,Site to be cleaned.,,1006637.0,254166.0,"3869 10 AVENUE, NEW YORK, NEW YORK","(40.86434089999999, -73.91902739999999)",40.86434089999999,-73.91902739999999
313,13,5477,3868 10 AVENUE,MANHATTAN,12 MANHATTAN,Precinct 34,10.0,07/12/2011 07:00:00 AM +0000,Open,Site to be cleaned.,,1006625.0,254157.0,"3868 10 AVENUE, NEW YORK, NEW YORK","(40.864261, -73.9191271)",40.864261,-73.9191271
314,14,5502,383 WEST 125 STREET,MANHATTAN,09 MANHATTAN,Precinct 26,7.0,02/09/2011 08:00:00 AM +0000,Open,Mail returned / wrong address,,997133.0,234802.0,"383 WEST 125 STREET, NEW YORK, NEW YORK","(40.8115, -73.953659)",40.8115,-73.953659
315,15,5535,3815 9 AVENUE,MANHATTAN,12 MANHATTAN,Precinct 34,10.0,07/12/2011 07:00:00 AM +0000,Open,Site to be cleaned.,,1006839.0,253316.0,"3815 9 AVENUE, NEW YORK, NEW YORK","(40.861968, -73.917963)",40.861968,-73.917963
316,16,5584,3795 10 AVENUE,MANHATTAN,12 MANHATTAN,Precinct 34,10.0,01/10/2011 08:00:00 AM +0000,Open,Unspecified,,1006188.0,253349.0,"3795 10 AVENUE, NEW YORK, NEW YORK","(40.8619879, -73.920321)",40.8619879,-73.920321
317,17,5589,3789 BROADWAY,MANHATTAN,12 MANHATTAN,Precinct 33,7.0,05/04/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,999559.0,243259.0,"3789 BROADWAY, NEW YORK, NEW YORK","(40.83445649999999, -73.94490909999999)",40.83445649999999,-73.94490909999999
318,18,5620,3755 BROADWAY,MANHATTAN,12 MANHATTAN,Precinct 33,7.0,04/04/2011 07:00:00 AM +0000,Open,Site to be cleaned.,,999354.0,242891.0,"3755 BROADWAY, NEW YORK, NEW YORK","(40.8334199, -73.945917)",40.8334199,-73.945917
319,19,5629,3750 BROADWAY,MANHATTAN,12 MANHATTAN,Precinct 33,7.0,07/01/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,999348.0,242867.0,"3750 BROADWAY, NEW YORK, NEW YORK","(40.83308, -73.94507700000001)",40.83308,-73.94507700000001
320,20,5739,36 WEST 8 STREET,MANHATTAN,02 MANHATTAN,Precinct 6,1.0,05/06/2011 07:00:00 AM +0000,Open,Unspecified,,984875.0,206268.0,"36 WEST 8 STREET, NEW YORK, NEW YORK","(40.7328926, -73.9979419)",40.7328926,-73.9979419
321,21,5767,368 BROOME STREET,MANHATTAN,02 MANHATTAN,Precinct 5,1.0,08/11/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,985405.0,201632.0,"368 BROOME STREET, NEW YORK, NEW YORK","(40.7203469, -73.995766)",40.7203469,-73.995766
322,22,5774,367 west 191 street,MANHATTAN,Unspecified MANHATTAN,Unspecified,,05/07/2011 07:00:00 AM +0000,Open,Unspecified,,,,"367 west 191 street, NEW YORK, NEW YORK","(40.8550209, -73.9277751)",40.8550209,-73.9277751
323,23,5790,365 WEST 125 STREET,MANHATTAN,09 MANHATTAN,Precinct 26,7.0,04/12/2011 07:00:00 AM +0000,Open,Graffiti Reported,,997236.0,234744.0,"365 WEST 125 STREET, NEW YORK, NEW YORK","(40.811456, -73.95311199999999)",40.811456,-73.95311199999999
324,24,5845,3612 BROADWAY,MANHATTAN,09 MANHATTAN,Precinct 30,7.0,05/11/2011 07:00:00 AM +0000,Open,Site to be cleaned.,,998431.0,241210.0,"3612 BROADWAY, NEW YORK, NEW YORK","(40.8286469, -73.948312)",40.8286469,-73.948312
325,25,5909,358 WEST STREET,MANHATTAN,02 MANHATTAN,Precinct 6,3.0,06/11/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,981330.0,205339.0,"358 WEST STREET, NEW YORK, NEW YORK","(40.7301939, -74.0102802)",40.7301939,-74.0102802
326,26,5928,356 BROOME STREET,MANHATTAN,02 MANHATTAN,Precinct 5,1.0,07/13/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,985533.0,201564.0,"356 BROOME STREET, NEW YORK, NEW YORK","(40.720145, -73.995282)",40.720145,-73.995282
327,27,5935,3560 BROADWAY,MANHATTAN,Unspecified MANHATTAN,Unspecified,7.0,10/04/2010 07:00:00 AM +0000,Open,Unspecified,,998121.0,240650.0,"3560 BROADWAY, NEW YORK, NEW YORK","(40.827139, -73.949434)",40.827139,-73.949434
328,28,5950,354 WEST 116 STREET,MANHATTAN,10 MANHATTAN,Precinct 28,9.0,07/20/2011 07:00:00 AM +0000,Open,Graffiti Reported,,996124.0,232615.0,"354 WEST 116 STREET, NEW YORK, NEW YORK","(40.8051228, -73.957041)",40.8051228,-73.957041
329,29,5972,353 EAST 15 STREET,MANHATTAN,06 MANHATTAN,Precinct 13,2.0,07/20/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,988983.0,206110.0,"353 EAST 15 STREET, NEW YORK, NEW YORK","(40.7323056, -73.9827069)",40.7323056,-73.9827069
330,30,5991,352 EAST 86 STREET,MANHATTAN,08 MANHATTAN,Precinct 19,5.0,05/05/2011 07:00:00 AM +0000,Open,Site to be cleaned.,,997956.0,222489.0,"352 EAST 86 STREET, NEW YORK, NEW YORK","(40.7769176, -73.949781)",40.7769176,-73.949781
331,31,6041,350 EAST 118 STREET,MANHATTAN,11 MANHATTAN,Precinct 25,8.0,03/16/2011 07:00:00 AM +0000,Open,Unspecified,,1002073.0,229941.0,"350 EAST 118 STREET, NEW YORK, NEW YORK","(40.797399, -73.9347015)",40.797399,-73.9347015
332,32,6100,348 EAST 62 STREET,MANHATTAN,08 MANHATTAN,Precinct 19,5.0,07/02/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,994912.0,216846.0,"348 EAST 62 STREET, NEW YORK, NEW YORK","(40.761581, -73.961428)",40.761581,-73.961428
333,33,6141,344 WEST 11 STREET,MANHATTAN,02 MANHATTAN,Precinct 6,3.0,07/13/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,981996.0,207250.0,"344 WEST 11 STREET, NEW YORK, NEW YORK","(40.7354735, -74.0082052)",40.7354735,-74.0082052
334,34,6164,343 LENOX AVENUE,MANHATTAN,10 MANHATTAN,Precinct 32,9.0,06/15/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,999637.0,234115.0,"343 LENOX AVENUE, NEW YORK, NEW YORK","(40.8092703, -73.944499)",40.8092703,-73.944499
335,35,6179,343 1 AVENUE,MANHATTAN,06 MANHATTAN,Precinct 13,2.0,07/27/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,989826.0,207006.0,"343 1 AVENUE, NEW YORK, NEW YORK","(40.735015, -73.980203)",40.735015,-73.980203
336,36,6186,342 EAST 62 STREET,MANHATTAN,08 MANHATTAN,Precinct 19,5.0,04/29/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,994889.0,216859.0,"342 EAST 62 STREET, NEW YORK, NEW YORK","(40.76169, -73.961679)",40.76169,-73.961679
337,37,6203,341 LENOX AVENUE,MANHATTAN,10 MANHATTAN,Precinct 32,9.0,07/18/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,999628.0,234099.0,"341 LENOX AVENUE, NEW YORK, NEW YORK","(40.8092283, -73.94452919999999)",40.8092283,-73.94452919999999
338,38,6204,341 LENOX AVENUE,MANHATTAN,10 MANHATTAN,Precinct 32,9.0,05/13/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,999628.0,234099.0,"341 LENOX AVENUE, NEW YORK, NEW YORK","(40.8092283, -73.94452919999999)",40.8092283,-73.94452919999999
339,39,6225,340 AUDUBON AVENUE,MANHATTAN,12 MANHATTAN,Precinct 34,10.0,08/03/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,1003102.0,248746.0,"340 AUDUBON AVENUE, NEW YORK, NEW YORK","(40.8493737, -73.9319161)",40.8493737,-73.9319161
340,40,6254,33 JANE STREET,MANHATTAN,02 MANHATTAN,Precinct 6,3.0,08/17/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,983034.0,208202.0,"33 JANE STREET, NEW YORK, NEW YORK","(40.7381476, -74.0042036)",40.7381476,-74.0042036
341,41,6256,339 WEST 4 STREET,MANHATTAN,02 MANHATTAN,Precinct 6,3.0,07/02/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,983184.0,208477.0,"339 WEST 4 STREET, NEW YORK, NEW YORK","(40.7389887, -74.0037629)",40.7389887,-74.0037629
342,42,6266,3397 BROADWAY,MANHATTAN,09 MANHATTAN,Precinct 30,7.0,07/23/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,997041.0,238713.0,"3397 BROADWAY, NEW YORK, NEW YORK","(40.82199869999999, -73.9538697)",40.82199869999999,-73.9538697
343,43,6267,339 7 AVENUE,MANHATTAN,05 MANHATTAN,Precinct 14,3.0,08/10/2011 07:00:00 AM +0000,Open,Unspecified,,986236.0,211772.0,"339 7 AVENUE, NEW YORK, NEW YORK","(40.7478756, -73.9928728)",40.7478756,-73.9928728
344,44,6278,337 WEST 138 STREET,MANHATTAN,10 MANHATTAN,Precinct 32,7.0,06/13/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,999023.0,237686.0,"337 WEST 138 STREET, NEW YORK, NEW YORK","(40.8192949, -73.94662)",40.8192949,-73.94662
345,45,6288,3371 BROADWAY,MANHATTAN,09 MANHATTAN,Precinct 30,7.0,01/16/2011 08:00:00 AM +0000,Open,Unspecified,,996890.0,238441.0,"3371 BROADWAY, NEW YORK, NEW YORK","(40.8212128, -73.95458579999999)",40.8212128,-73.95458579999999
346,46,6334,333 EAST 76 STREET,MANHATTAN,08 MANHATTAN,Precinct 19,5.0,08/05/2011 07:00:00 AM +0000,Open,Unspecified,,996555.0,220182.0,"333 EAST 76 STREET, NEW YORK, NEW YORK","(40.7710161, -73.95554229999999)",40.7710161,-73.95554229999999
347,47,6355,3320 BROADWAY,MANHATTAN,Unspecified MANHATTAN,Unspecified,7.0,05/11/2011 07:00:00 AM +0000,Open,Unspecified,,996572.0,237854.0,"3320 BROADWAY, NEW YORK, NEW YORK","(40.819579, -73.954953)",40.819579,-73.954953
348,48,6358,331 LEXINGTON AVENUE,MANHATTAN,06 MANHATTAN,Precinct 17,4.0,06/24/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,990476.0,212303.0,"331 LEXINGTON AVENUE, NEW YORK, NEW YORK","(40.749332, -73.977271)",40.749332,-73.977271
349,49,6426,328 EAST 9 STREET,MANHATTAN,03 MANHATTAN,Precinct 9,2.0,08/02/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,988015.0,204808.0,"328 EAST 9 STREET, NEW YORK, NEW YORK","(40.72852899999999, -73.986239)",40.72852899999999,-73.986239
350,50,6427,328 EAST 62 STREET,MANHATTAN,08 MANHATTAN,Precinct 19,5.0,04/28/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,994835.0,216888.0,"328 EAST 62 STREET, NEW YORK, NEW YORK","(40.7619202, -73.96189609999999)",40.7619202,-73.96189609999999
351,51,6471,325 WEST 100 STREET,MANHATTAN,07 MANHATTAN,Precinct 24,9.0,07/11/2011 07:00:00 AM +0000,Open,Unspecified,,992026.0,230036.0,"325 WEST 100 STREET, NEW YORK, NEW YORK","(40.798495, -73.972341)",40.798495,-73.972341
352,52,6489,324 CANAL STREET,MANHATTAN,01 MANHATTAN,Precinct 1,1.0,08/04/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,983615.0,201473.0,"324 CANAL STREET, NEW YORK, NEW YORK","(40.719916, -74.00314999999999)",40.719916,-74.00314999999999
353,53,6562,320 2 AVENUE,MANHATTAN,06 MANHATTAN,Precinct 13,2.0,07/20/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,989001.0,207124.0,"320 2 AVENUE, NEW YORK, NEW YORK","(40.735038, -73.982563)",40.735038,-73.982563
354,54,6572,31 TIEMANN PLACE,MANHATTAN,09 MANHATTAN,Precinct 26,9.0,07/13/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,995514.0,236342.0,"31 TIEMANN PLACE, NEW YORK, NEW YORK","(40.815472, -73.959071)",40.815472,-73.959071
355,55,6578,31 EAST 31 STREET,MANHATTAN,05 MANHATTAN,Unspecified,2.0,08/04/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,988686.0,210963.0,"31 EAST 31 STREET, NEW YORK, NEW YORK","(40.745742, -73.983476)",40.745742,-73.983476
356,56,6579,31 DIVISION STREET,MANHATTAN,03 MANHATTAN,Precinct 5,1.0,07/10/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,985333.0,199444.0,"31 DIVISION STREET, NEW YORK, NEW YORK","(40.7139783, -73.996008)",40.7139783,-73.996008
357,57,6581,31 DESBROSSES STREET,MANHATTAN,01 MANHATTAN,Precinct 1,1.0,08/04/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,981340.0,202875.0,"31 DESBROSSES STREET, NEW YORK, NEW YORK","(40.7235044, -74.0104162)",40.7235044,-74.0104162
358,58,6600,318 WEST 37 STREET,MANHATTAN,04 MANHATTAN,Precinct 14,3.0,05/17/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,986224.0,214132.0,"318 WEST 37 STREET, NEW YORK, NEW YORK","(40.7545609, -73.993209)",40.7545609,-73.993209
359,59,6616,3181 BROADWAY,MANHATTAN,09 MANHATTAN,Precinct 26,9.0,07/27/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,995713.0,236316.0,"3181 BROADWAY, NEW YORK, NEW YORK","(40.815486, -73.959058)",40.815486,-73.959058
360,60,6620,317 EAST 74 STREET,MANHATTAN,08 MANHATTAN,Precinct 19,5.0,04/28/2011 07:00:00 AM +0000,Open,Site to be cleaned.,,996224.0,219761.0,"317 EAST 74 STREET, NEW YORK, NEW YORK","(40.769927, -73.9563469)",40.769927,-73.9563469
361,61,6621,317 EAST 73 STREET,MANHATTAN,08 MANHATTAN,Precinct 19,5.0,04/28/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,996096.0,219530.0,"317 EAST 73 STREET, NEW YORK, NEW YORK","(40.769225, -73.956655)",40.769225,-73.956655
362,62,6622,317 EAST 34 STREET,MANHATTAN,06 MANHATTAN,Precinct 17,4.0,12/07/2010 08:00:00 AM +0000,Open,Unspecified,,991188.0,210484.0,"317 EAST 34 STREET, NEW YORK, NEW YORK","(40.7444558, -73.9749521)",40.7444558,-73.9749521
363,63,6624,317 9 AVENUE,MANHATTAN,04 MANHATTAN,Precinct 10,3.0,08/06/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,984558.0,212470.0,"317 9 AVENUE, NEW YORK, NEW YORK","(40.7498466, -73.9989514)",40.7498466,-73.9989514
364,64,6630,316 WEST 135 STREET,MANHATTAN,Unspecified MANHATTAN,Unspecified,,03/14/2011 07:00:00 AM +0000,Open,Unspecified,,,,"316 WEST 135 STREET, NEW YORK, NEW YORK","(40.816668, -73.94761199999999)",40.816668,-73.94761199999999
