,Unnamed: 0,Incident Address Display,Borough,Community Board,Police Precinct,City Council District,Created Date,Status,Resolution Action,Closed Date,X Coordinate,Y Coordinate,full_address,geocode
96,11225,162 CHARLES STREET,MANHATTAN,02 MANHATTAN,Precinct 6,3.0,06/28/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,981673.0,206679.0,"162 CHARLES STREET, NEW YORK, NEW YORK","(40.7339658, -74.0092243)"
97,11246,162 3 AVENUE,MANHATTAN,06 MANHATTAN,Precinct 13,2.0,01/12/2011 08:00:00 AM +0000,Open,Unspecified,,988040.0,206869.0,"162 3 AVENUE, NEW YORK, NEW YORK","(40.7346519, -73.986599)"
98,11268,161 WEST 106 STREET,MANHATTAN,07 MANHATTAN,Precinct 24,8.0,07/07/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,994076.0,230719.0,"161 WEST 106 STREET, NEW YORK, NEW YORK","(40.8002214, -73.9651785)"
99,11300,160 WEST 82 STREET,MANHATTAN,07 MANHATTAN,Precinct 20,6.0,06/10/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,990977.0,225123.0,"160 WEST 82 STREET, NEW YORK, NEW YORK","(40.784586, -73.976282)"
0,11310,160 EAST 28 STREET,MANHATTAN,06 MANHATTAN,Precinct 13,2.0,06/27/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,989308.0,209730.0,"160 EAST 28 STREET, NEW YORK, NEW YORK","(40.7420015, -73.98136699999999)"
1,11311,160 EAST 23 STREET,MANHATTAN,06 MANHATTAN,Precinct 13,2.0,11/16/2010 08:00:00 AM +0000,Open,Unspecified,,988669.0,208591.0,"160 EAST 23 STREET, NEW YORK, NEW YORK","(40.738767, -73.983732)"
2,11375,15 C AVENUE,MANHATTAN,03 MANHATTAN,Precinct 9,2.0,08/08/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,989521.0,202022.0,"15 C AVENUE, NEW YORK, NEW YORK","(40.679694, -73.9467824)"
3,11379,159 WEST 27 STREET,MANHATTAN,05 MANHATTAN,Precinct 13,3.0,08/06/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,986292.0,211112.0,"159 WEST 27 STREET, NEW YORK, NEW YORK","(40.7463852, -73.9932475)"
4,11384,159 EAST 10 STREET,MANHATTAN,03 MANHATTAN,Precinct 9,2.0,04/12/2011 07:00:00 AM +0000,Open,Unspecified,,987550.0,205355.0,"159 EAST 10 STREET, NEW YORK, NEW YORK","(40.7299565, -73.9872804)"
5,11394,1594 ST NICHOLAS AVENUE,MANHATTAN,12 MANHATTAN,Precinct 34,10.0,07/11/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,1003680.0,250686.0,"1594 ST NICHOLAS AVENUE, NEW YORK, NEW YORK","(40.8547612, -73.9297495)"
6,11400,1592 ST NICHOLAS AVENUE,MANHATTAN,12 MANHATTAN,Precinct 34,10.0,07/11/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,1003672.0,250671.0,"1592 ST NICHOLAS AVENUE, NEW YORK, NEW YORK","(40.8546406, -73.9296595)"
7,11447,1582 3 AVENUE,MANHATTAN,08 MANHATTAN,Precinct 19,5.0,04/25/2011 07:00:00 AM +0000,Open,Site to be cleaned.,,997351.0,223677.0,"1582 3 AVENUE, NEW YORK, NEW YORK","(40.780779, -73.95295399999999)"
8,11449,158-18 RIVERSIDE DRIVE,MANHATTAN,12 MANHATTAN,Precinct 33,7.0,06/13/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,998525.0,244107.0,"158-18 RIVERSIDE DRIVE, NEW YORK, NEW YORK","(40.7956283, -73.80253379999999)"
9,11453,157 WEST 29 STREET,MANHATTAN,05 MANHATTAN,Precinct 14,3.0,06/22/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,986570.0,211547.0,"157 WEST 29 STREET, NEW YORK, NEW YORK","(40.7476237, -73.99199899999999)"
10,11459,157 MOTT STREET,MANHATTAN,02 MANHATTAN,Precinct 5,1.0,08/11/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,985265.0,201387.0,"157 MOTT STREET, NEW YORK, NEW YORK","(40.719515, -73.996577)"
11,11478,1576 2 AVENUE,MANHATTAN,08 MANHATTAN,Precinct 19,5.0,06/17/2011 07:00:00 AM +0000,Open,Site to be cleaned.,,997057.0,221667.0,"1576 2 AVENUE, NEW YORK, NEW YORK","(40.7752334, -73.95328959999999)"
12,11497,156 NAGLE AVENUE,MANHATTAN,12 MANHATTAN,Precinct 34,10.0,07/12/2011 07:00:00 AM +0000,Open,Site to be cleaned.,,1004921.0,253125.0,"156 NAGLE AVENUE, NEW YORK, NEW YORK","(40.861733, -73.925231)"
13,11527,1560 THIRD AVENUE,MANHATTAN,08 MANHATTAN,Precinct 19,5.0,06/27/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,997202.0,223408.0,"1560 THIRD AVENUE, NEW YORK, NEW YORK","(40.779998, -73.95348100000001)"
14,11532,1560 3 AVENUE,MANHATTAN,08 MANHATTAN,Precinct 19,5.0,07/20/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,997202.0,223408.0,"1560 3 AVENUE, NEW YORK, NEW YORK","(40.779998, -73.95348100000001)"
15,11581,154 BAXTER STREET,MANHATTAN,02 MANHATTAN,Precinct 5,1.0,04/03/2011 07:00:00 AM +0000,Open,Unspecified,,984735.0,201370.0,"154 BAXTER STREET, NEW YORK, NEW YORK","(40.71943479999999, -73.9982414)"
16,11591,1543 ST NICHOLAS AVENUE,MANHATTAN,12 MANHATTAN,Precinct 34,10.0,08/04/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,1003366.0,250132.0,"1543 ST NICHOLAS AVENUE, NEW YORK, NEW YORK","(40.8532269, -73.9309136)"
17,11614,1535 THIRD AVENUE,MANHATTAN,08 MANHATTAN,Precinct 19,5.0,06/27/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,997055.0,223130.0,"1535 THIRD AVENUE, NEW YORK, NEW YORK","(40.7792538, -73.95342529999999)"
18,11641,152 NAGLE AVENUE,MANHATTAN,12 MANHATTAN,Precinct 34,10.0,07/12/2011 07:00:00 AM +0000,Open,Site to be cleaned.,,1004872.0,253099.0,"152 NAGLE AVENUE, NEW YORK, NEW YORK","(40.8613548, -73.9255687)"
19,11678,151 WEST 29 STREET,MANHATTAN,05 MANHATTAN,Precinct 14,3.0,06/22/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,986604.0,211528.0,"151 WEST 29 STREET, NEW YORK, NEW YORK","(40.7475567, -73.9918495)"
20,11679,151 WEST 28 STREET,MANHATTAN,05 MANHATTAN,Precinct 13,3.0,06/24/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,986479.0,211303.0,"151 WEST 28 STREET, NEW YORK, NEW YORK","(40.746993, -73.992797)"
21,11680,151 NAGLE AVENUE,MANHATTAN,12 MANHATTAN,Precinct 34,10.0,08/04/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,1004710.0,253015.0,"151 NAGLE AVENUE, NEW YORK, NEW YORK","(40.860964, -73.925647)"
22,11683,151 HILLSIDE AVENUE,MANHATTAN,12 MANHATTAN,Precinct 34,10.0,03/04/2011 08:00:00 AM +0000,Open,Unspecified,,1004806.0,252821.0,"151 HILLSIDE AVENUE, NEW YORK, NEW YORK","(40.8604113, -73.92592669999999)"
23,11687,151 EAST 80 STREET,MANHATTAN,08 MANHATTAN,Precinct 19,5.0,05/05/2011 07:00:00 AM +0000,Open,Site to be cleaned.,,995884.0,221808.0,"151 EAST 80 STREET, NEW YORK, NEW YORK","(40.775737, -73.958043)"
24,11725,150 WOOSTER STREET,MANHATTAN,02 MANHATTAN,Precinct 1,1.0,07/25/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,984358.0,203758.0,"150 WOOSTER STREET, NEW YORK, NEW YORK","(40.72596799999999, -73.999269)"
25,11729,150 THOMPSON STREET,MANHATTAN,02 MANHATTAN,Precinct 1,1.0,07/14/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,983978.0,204086.0,"150 THOMPSON STREET, NEW YORK, NEW YORK","(40.7269008, -74.0008586)"
26,11743,150 EAST 91 STREET,MANHATTAN,08 MANHATTAN,Precinct 19,5.0,05/12/2011 07:00:00 AM +0000,Open,Site to be cleaned.,,997313.0,224364.0,"150 EAST 91 STREET, NEW YORK, NEW YORK","(40.782341, -73.953058)"
27,11751,1507 YORK AVENUE,MANHATTAN,08 MANHATTAN,Precinct 19,5.0,06/24/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,998081.0,220510.0,"1507 YORK AVENUE, NEW YORK, NEW YORK","(40.771927, -73.950336)"
28,11766,1501 THIRD AVENUE,MANHATTAN,08 MANHATTAN,Precinct 19,5.0,04/25/2011 07:00:00 AM +0000,Open,Unspecified,,996810.0,222687.0,"1501 THIRD AVENUE, NEW YORK, NEW YORK","(40.777777, -73.95432799999999)"
29,11771,1501 1 AVENUE,MANHATTAN,08 MANHATTAN,Precinct 19,5.0,04/27/2011 07:00:00 AM +0000,Open,Site to be cleaned.,,997271.0,220520.0,"1501 1 AVENUE, NEW YORK, NEW YORK","(40.7719181, -73.9531993)"
30,11783,14 WEST 14 STREET,MANHATTAN,02 MANHATTAN,Precinct 6,3.0,06/23/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,985805.0,207538.0,"14 WEST 14 STREET, NEW YORK, NEW YORK","(40.7362669, -73.9946933)"
31,11807,1493 FIRST AVENUE,MANHATTAN,08 MANHATTAN,Precinct 19,5.0,07/02/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,997194.0,220383.0,"1493 FIRST AVENUE, NEW YORK, NEW YORK","(40.771686, -73.953572)"
32,11809,1492 1 AVENUE,MANHATTAN,08 MANHATTAN,Precinct 19,5.0,06/27/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,997187.0,220357.0,"1492 1 AVENUE, NEW YORK, NEW YORK","(40.77137099999999, -73.95302199999999)"
33,11831,1489 1 AVENUE,MANHATTAN,08 MANHATTAN,Precinct 19,5.0,07/02/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,997169.0,220337.0,"1489 1 AVENUE, NEW YORK, NEW YORK","(40.771566, -73.95366)"
34,11842,1483 YORK AVENUE,MANHATTAN,08 MANHATTAN,Precinct 19,5.0,06/27/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,997913.0,220206.0,"1483 YORK AVENUE, NEW YORK, NEW YORK","(40.7711049, -73.9507754)"
35,11886,146 WEST 29 STREET,MANHATTAN,05 MANHATTAN,Precinct 13,3.0,08/10/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,986624.0,211511.0,"146 WEST 29 STREET, NEW YORK, NEW YORK","(40.747286, -73.99216)"
36,11888,146 WEST 129 STREET,MANHATTAN,10 MANHATTAN,Precinct 32,9.0,06/15/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,999478.0,234707.0,"146 WEST 129 STREET, NEW YORK, NEW YORK","(40.810877, -73.94556299999999)"
37,11896,146 SPRING STREET,MANHATTAN,02 MANHATTAN,Precinct 1,1.0,08/12/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,983885.0,203139.0,"146 SPRING STREET, NEW YORK, NEW YORK","(40.7242789, -74.00101409999999)"
38,11898,146 NAGLE AVENUE,MANHATTAN,12 MANHATTAN,Precinct 34,10.0,07/12/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,1004775.0,253052.0,"146 NAGLE AVENUE, NEW YORK, NEW YORK","(40.8613636, -73.9258408)"
39,11904,1467 LEXINGTON AVENUE,MANHATTAN,08 MANHATTAN,Precinct 19,4.0,06/24/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,997677.0,225297.0,"1467 LEXINGTON AVENUE, NEW YORK, NEW YORK","(40.7850136, -73.95153549999999)"
40,11906,1467 AMSTERDAM AVENUE,MANHATTAN,09 MANHATTAN,Precinct 26,7.0,08/13/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,997123.0,236994.0,"1467 AMSTERDAM AVENUE, NEW YORK, NEW YORK","(40.817092, -73.953125)"
41,11929,145 VERMILYEA AVENUE,MANHATTAN,12 MANHATTAN,Precinct 34,10.0,07/12/2011 07:00:00 AM +0000,Open,Site to be cleaned.,,1006306.0,255116.0,"145 VERMILYEA AVENUE, NEW YORK, NEW YORK","(40.866646, -73.9201719)"
42,11930,145 VERMILYEA AVENUE,MANHATTAN,12 MANHATTAN,Precinct 34,10.0,05/11/2011 07:00:00 AM +0000,Open,Site to be cleaned.,,1006306.0,255116.0,"145 VERMILYEA AVENUE, NEW YORK, NEW YORK","(40.866646, -73.9201719)"
43,11932,145 POST AVENUE,MANHATTAN,Unspecified MANHATTAN,Unspecified,10.0,05/11/2011 07:00:00 AM +0000,Open,Site to be cleaned.,,1006616.0,254384.0,"145 POST AVENUE, NEW YORK, NEW YORK","(40.8648219, -73.9190556)"
44,11936,145 GRAND STREET,MANHATTAN,02 MANHATTAN,Precinct 5,1.0,08/11/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,984423.0,201660.0,"145 GRAND STREET, NEW YORK, NEW YORK","(40.720026, -73.999538)"
45,11946,1459 AMSTERDAM AVENUE,MANHATTAN,09 MANHATTAN,Precinct 26,7.0,07/14/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,997089.0,236934.0,"1459 AMSTERDAM AVENUE, NEW YORK, NEW YORK","(40.8168239, -73.953318)"
46,11974,144 WEST 29 STREET,MANHATTAN,05 MANHATTAN,Precinct 13,3.0,08/10/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,986635.0,211505.0,"144 WEST 29 STREET, NEW YORK, NEW YORK","(40.7474298, -73.99194589999999)"
47,12025,143 FT GEORGE AVENUE,MANHATTAN,12 MANHATTAN,Precinct 34,10.0,07/11/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,1004241.0,251524.0,"143 FT GEORGE AVENUE, NEW YORK, NEW YORK","(40.8574258, -73.92716229999999)"
48,12103,141 NAGLE AVENUE,MANHATTAN,12 MANHATTAN,Precinct 34,10.0,07/12/2011 07:00:00 AM +0000,Open,Site to be cleaned.,,1004643.0,252983.0,"141 NAGLE AVENUE, NEW YORK, NEW YORK","(40.860725, -73.926019)"
49,12126,1411 LEXINGTON AVENUE,MANHATTAN,08 MANHATTAN,Precinct 19,4.0,07/02/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,997372.0,224747.0,"1411 LEXINGTON AVENUE, NEW YORK, NEW YORK","(40.7835081, -73.9526356)"
50,12136,140 SHERMAN AVENUE,MANHATTAN,12 MANHATTAN,Precinct 34,10.0,07/13/2011 07:00:00 AM +0000,Open,Unspecified,,1005241.0,254169.0,"140 SHERMAN AVENUE, NEW YORK, NEW YORK","(40.8644396, -73.9238184)"
51,12137,140 SHERMAN AVENUE,MANHATTAN,12 MANHATTAN,Precinct 34,10.0,03/05/2011 08:00:00 AM +0000,Open,Unspecified,,1005241.0,254169.0,"140 SHERMAN AVENUE, NEW YORK, NEW YORK","(40.8644396, -73.9238184)"
52,12151,140 BOWERY,MANHATTAN,02 MANHATTAN,Precinct 5,1.0,07/21/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,985752.0,201241.0,"140 BOWERY, NEW YORK, NEW YORK","(40.719228, -73.99485299999999)"
53,12154,140 BAXTER STREET,MANHATTAN,02 MANHATTAN,Precinct 5,1.0,01/11/2011 08:00:00 AM +0000,Open,Unspecified,,984650.0,201139.0,"140 BAXTER STREET, NEW YORK, NEW YORK","(40.718726, -73.9986007)"
54,12155,140 BARROW STREET,MANHATTAN,02 MANHATTAN,Precinct 6,3.0,06/11/2011 07:00:00 AM +0000,Open,Unspecified,,981557.0,205952.0,"140 BARROW STREET, NEW YORK, NEW YORK","(40.7319646, -74.0096574)"
55,12156,140 BARROW STREET,MANHATTAN,02 MANHATTAN,Precinct 6,3.0,06/13/2011 07:00:00 AM +0000,Open,Unspecified,,981557.0,205952.0,"140 BARROW STREET, NEW YORK, NEW YORK","(40.7319646, -74.0096574)"
56,12184,13 JERSEY STREET,MANHATTAN,Unspecified MANHATTAN,Unspecified,1.0,10/06/2010 07:00:00 AM +0000,Open,Unspecified,,985477.0,203130.0,"13 JERSEY STREET, NEW YORK, NEW YORK","(40.7241923, -73.9955571)"
57,12195,1399 LEXINGTON AVENUE,MANHATTAN,08 MANHATTAN,Precinct 19,5.0,07/02/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,997288.0,224596.0,"1399 LEXINGTON AVENUE, NEW YORK, NEW YORK","(40.78320919999999, -73.9528536)"
58,12212,138 WEST 117 STREET,MANHATTAN,10 MANHATTAN,Precinct 28,9.0,07/20/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,997835.0,231989.0,"138 WEST 117 STREET, NEW YORK, NEW YORK","(40.803181, -73.95094499999999)"
59,12221,1388 LEXINGTON AVENUE,MANHATTAN,08 MANHATTAN,Precinct 19,4.0,07/02/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,997250.0,224540.0,"1388 LEXINGTON AVENUE, NEW YORK, NEW YORK","(40.7830596, -73.9531787)"
60,12270,137 7 AVENUE SOUTH,MANHATTAN,02 MANHATTAN,Precinct 6,3.0,06/28/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,983648.0,206948.0,"137 7 AVENUE SOUTH, NEW YORK, NEW YORK","(40.73479200000001, -74.001896)"
61,12280,1374 3 AVENUE,MANHATTAN,08 MANHATTAN,Precinct 19,4.0,06/24/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,995958.0,221162.0,"1374 3 AVENUE, NEW YORK, NEW YORK","(40.773832, -73.958024)"
62,12325,1367 1 AVENUE,MANHATTAN,08 MANHATTAN,Precinct 19,5.0,04/20/2011 07:00:00 AM +0000,Open,Site to be cleaned.,,996607.0,219322.0,"1367 1 AVENUE, NEW YORK, NEW YORK","(40.768902, -73.95559999999999)"
63,12456,133 HENRY STREET,MANHATTAN,03 MANHATTAN,Precinct 7,1.0,10/12/2010 07:00:00 AM +0000,Open,Unspecified,,986753.0,199158.0,"133 HENRY STREET, NEW YORK, NEW YORK","(40.713522, -73.99103699999999)"
64,12460,133 FT GEORGE AVENUE,MANHATTAN,12 MANHATTAN,Precinct 34,10.0,07/11/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,1004375.0,251614.0,"133 FT GEORGE AVENUE, NEW YORK, NEW YORK","(40.8574338, -73.9274045)"
65,12504,132 WOOSTER STREET,MANHATTAN,02 MANHATTAN,Precinct 1,1.0,06/26/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,984273.0,203626.0,"132 WOOSTER STREET, NEW YORK, NEW YORK","(40.7253879, -74.0000306)"
66,12517,132 EAST 39 STREET,MANHATTAN,06 MANHATTAN,Precinct 17,4.0,06/27/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,990567.0,212316.0,"132 EAST 39 STREET, NEW YORK, NEW YORK","(40.7494001, -73.9771548)"
67,12532,1326 ST NICHOLAS AVENUE,MANHATTAN,12 MANHATTAN,Precinct 33,10.0,07/01/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,1001986.0,247628.0,"1326 ST NICHOLAS AVENUE, NEW YORK, NEW YORK","(40.8462797, -73.93570609999999)"
68,12567,131 FT GEORGE AVENUE,MANHATTAN,12 MANHATTAN,Precinct 34,10.0,07/11/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,1004399.0,251637.0,"131 FT GEORGE AVENUE, NEW YORK, NEW YORK","(40.8573045, -73.9273721)"
69,12568,131 ESSEX STREET,MANHATTAN,03 MANHATTAN,Precinct 7,1.0,08/05/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,987725.0,201595.0,"131 ESSEX STREET, NEW YORK, NEW YORK","(40.72003910000001, -73.9876156)"
70,12586,1316 5 AVENUE,MANHATTAN,10 MANHATTAN,Precinct 28,9.0,07/20/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,998406.0,229791.0,"1316 5 AVENUE, NEW YORK, NEW YORK","(40.797477, -73.94919399999999)"
71,12600,1312 ST NICHOLAS AVENUE,MANHATTAN,12 MANHATTAN,Precinct 33,10.0,05/04/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,1001889.0,247453.0,"1312 ST NICHOLAS AVENUE, NEW YORK, NEW YORK","(40.8457644, -73.9361311)"
72,12615,130 WEST 42 STREET,MANHATTAN,05 MANHATTAN,Precinct 14,3.0,03/08/2011 08:00:00 AM +0000,Open,Unspecified,,988358.0,214445.0,"130 WEST 42 STREET, NEW YORK, NEW YORK","(40.75528329999999, -73.9854807)"
73,12624,130 EAST 29 STREET,MANHATTAN,06 MANHATTAN,Precinct 13,2.0,07/25/2011 07:00:00 AM +0000,Open,Unspecified,,989300.0,210028.0,"130 EAST 29 STREET, NEW YORK, NEW YORK","(40.7431516, -73.9820088)"
74,12625,130 DYCKMAN STREET,MANHATTAN,12 MANHATTAN,Precinct 34,10.0,08/16/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,1004923.0,253477.0,"130 DYCKMAN STREET, NEW YORK, NEW YORK","(40.86240799999999, -73.925867)"
75,12708,128 WOOSTER STREET,MANHATTAN,02 MANHATTAN,Precinct 1,1.0,08/05/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,984182.0,203485.0,"128 WOOSTER STREET, NEW YORK, NEW YORK","(40.725179, -73.99994699999999)"
76,12771,126 WEST 11 STREET,MANHATTAN,02 MANHATTAN,Precinct 6,3.0,08/17/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,984464.0,207340.0,"126 WEST 11 STREET, NEW YORK, NEW YORK","(40.735653, -73.999613)"
77,12777,126 DYCKMAN STREET,MANHATTAN,12 MANHATTAN,Precinct 34,10.0,08/04/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,1004939.0,253445.0,"126 DYCKMAN STREET, NEW YORK, NEW YORK","(40.862247, -73.925563)"
78,12800,1261 BROADWAY,MANHATTAN,05 MANHATTAN,Precinct 14,3.0,07/21/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,987504.0,211753.0,"1261 BROADWAY, NEW YORK, NEW YORK","(40.7478759, -73.9883473)"
79,12812,1260 LEXINGTON AVENUE,MANHATTAN,08 MANHATTAN,Precinct 19,4.0,05/06/2011 07:00:00 AM +0000,Open,Site to be cleaned.,,996391.0,222990.0,"1260 LEXINGTON AVENUE, NEW YORK, NEW YORK","(40.778804, -73.956374)"
80,12820,125 WEST 109 STREET,MANHATTAN,07 MANHATTAN,Precinct 24,8.0,04/22/2011 07:00:00 AM +0000,Open,Site to be cleaned.,,994669.0,231311.0,"125 WEST 109 STREET, NEW YORK, NEW YORK","(40.8018815, -73.96292620000001)"
81,12832,125 CHRYSTIE STREET,MANHATTAN,03 MANHATTAN,Precinct 5,1.0,08/05/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,986106.0,201299.0,"125 CHRYSTIE STREET, NEW YORK, NEW YORK","(40.7190689, -73.9934232)"
82,12836,1259 PARK AVENUE,MANHATTAN,11 MANHATTAN,Precinct 23,8.0,04/19/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,997572.0,226167.0,"1259 PARK AVENUE, NEW YORK, NEW YORK","(40.7873569, -73.95170279999999)"
83,12883,124A HESTER STREET,MANHATTAN,03 MANHATTAN,Precinct 5,1.0,08/06/2011 07:00:00 AM +0000,Open,Unspecified,,985709.0,200519.0,"124A HESTER STREET, NEW YORK, NEW YORK","(40.7169483, -73.9947584)"
84,12886,1248 ST NICHOLAS AVENUE,MANHATTAN,12 MANHATTAN,Precinct 33,10.0,05/04/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,1001481.0,246717.0,"1248 ST NICHOLAS AVENUE, NEW YORK, NEW YORK","(40.843701, -73.937428)"
85,12898,124 11 AVENUE,MANHATTAN,04 MANHATTAN,Precinct 10,3.0,08/06/2011 07:00:00 AM +0000,Open,Unspecified,,982058.0,211437.0,"124 11 AVENUE, NEW YORK, NEW YORK","(40.7468836, -74.0078584)"
86,12921,123 DELANCY STREET,MANHATTAN,03 MANHATTAN,Precinct 7,1.0,12/21/2010 08:00:00 AM +0000,Open,Unspecified,,987643.0,201012.0,"123 DELANCY STREET, NEW YORK, NEW YORK","(40.7182992, -73.9878054)"
87,12924,123 CHRYSTIE STREET,MANHATTAN,03 MANHATTAN,Precinct 5,1.0,08/05/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,986069.0,201204.0,"123 CHRYSTIE STREET, NEW YORK, NEW YORK","(40.7189159, -73.9936441)"
88,12930,1239 BROADWAY,MANHATTAN,05 MANHATTAN,Precinct 14,3.0,07/21/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,987465.0,211478.0,"1239 BROADWAY, NEW YORK, NEW YORK","(40.7472445, -73.9885774)"
89,12984,122 WEST 125 STREET,MANHATTAN,10 MANHATTAN,Precinct 28,9.0,08/02/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,999096.0,233708.0,"122 WEST 125 STREET, NEW YORK, NEW YORK","(40.8082882, -73.9467087)"
90,12993,122 HAMILTON PLACE,MANHATTAN,09 MANHATTAN,Precinct 30,7.0,05/11/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,998301.0,239445.0,"122 HAMILTON PLACE, NEW YORK, NEW YORK","(40.8240545, -73.9493315)"
91,13013,1225 1 AVENUE,MANHATTAN,08 MANHATTAN,Precinct 19,5.0,06/24/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,995694.0,217675.0,"1225 1 AVENUE, NEW YORK, NEW YORK","(40.764231, -73.958952)"
92,13032,121 WEST 126 STREET,MANHATTAN,10 MANHATTAN,Precinct 28,9.0,05/25/2011 07:00:00 AM +0000,Open,Unspecified,,999243.0,233953.0,"121 WEST 126 STREET, NEW YORK, NEW YORK","(40.809064, -73.945852)"
93,13035,121 ST NICHOLAS AVENUE,MANHATTAN,10 MANHATTAN,Precinct 28,9.0,07/20/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,997344.0,232090.0,"121 ST NICHOLAS AVENUE, NEW YORK, NEW YORK","(40.80365450000001, -73.9528642)"
94,13041,121 FT GEORGE AVENUE,MANHATTAN,12 MANHATTAN,Precinct 34,10.0,07/11/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,1004511.0,251817.0,"121 FT GEORGE AVENUE, NEW YORK, NEW YORK","(40.857698, -73.927093)"
95,13053,1217 1 AVENUE,MANHATTAN,08 MANHATTAN,Precinct 19,5.0,01/13/2011 08:00:00 AM +0000,Open,Unspecified,,995626.0,217553.0,"1217 1 AVENUE, NEW YORK, NEW YORK","(40.76377360000001, -73.9589649)"
96,13087,120 WEST 25 STREET,MANHATTAN,04 MANHATTAN,Precinct 13,3.0,07/20/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,986271.0,210529.0,"120 WEST 25 STREET, NEW YORK, NEW YORK","(40.7444119, -73.992942)"
97,13159,11 PELL STREET,MANHATTAN,03 MANHATTAN,Precinct 5,1.0,01/17/2011 08:00:00 AM +0000,Open,Unspecified,,984902.0,199672.0,"11 PELL STREET, NEW YORK, NEW YORK","(40.7146222, -73.997841)"
